City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
waipawa,0,NZ,1569609986,79,-39.94,176.59,50.0,11.01
bilma,0,NE,1569609988,8,18.69,12.92,94.95,4.97
marquette,90,US,1569609991,93,46.54,-87.4,57.99,11.41
oranjemund,2,ZA,1569609992,57,-28.55,16.43,65.43,6.6
klaksvik,40,FO,1569609993,87,62.23,-6.59,51.8,3.36
tisul,100,RU,1569609995,69,55.76,88.31,38.79,6.89
murdochville,19,CA,1569609997,61,48.96,-65.49,55.89,16.04
adeje,100,NG,1569609999,87,5.68,5.76,77.85,8.08
nuevo progreso,40,US,1569610000,49,26.05,-97.95,96.8,8.05
saint-joseph,0,FR,1569610002,82,43.56,6.97,73.4,3.36
kununurra,75,AU,1569610003,73,-15.77,128.74,73.4,3.11
tarakan,14,ID,1569610005,80,3.3,117.63,78.57,3.67
fort-shevchenko,37,KZ,1569610006,55,44.51,50.26,60.03,17.4
litovko,62,RU,1569610007,98,49.24,135.18,51.57,5.48
goderich,91,CA,1569610009,44,43.74,-81.71,73.0,3.0
kaeo,10,NZ,1569610010,100,-35.1,173.78,50.0,5.41
coxim,22,BR,1569610012,27,-18.5,-54.75,96.03,2.75
qianan,0,CN,1569610013,56,44.99,124.06,62.73,15.14
ponta delgada,20,PT,1569610014,83,37.73,-25.67,73.4,12.75
bima,80,ID,1569610016,97,-8.45,118.73,67.77,2.01
nyuksenitsa,97,RU,1569610017,93,60.41,44.24,36.99,6.4
thinadhoo,80,MV,1569610019,78,0.53,72.93,83.07,12.64
conakry,40,GN,1569610020,78,9.52,-13.7,82.4,2.24
tobetsu,20,JP,1569610022,100,43.26,141.53,48.99,1.12
emerald,6,AU,1569610023,77,-23.53,148.16,62.6,5.82
whitehorse,20,CA,1569609904,69,60.72,-135.06,41.0,3.36
ambovombe,75,MG,1569610026,83,-25.18,46.09,72.81,32.64
salto,0,BR,1569610026,44,-23.2,-47.29,79.0,12.75
saint anthony,20,US,1569610030,71,43.97,-111.68,62.01,6.93
chase,1,US,1569610031,48,38.35,-98.35,90.0,10.29
casper,90,US,1569609945,93,42.87,-106.31,46.0,13.87
sabang,54,PH,1569610034,92,13.8,121.11,79.0,2.33
ola,0,RU,1569610035,53,59.58,151.3,36.27,5.68
nemuro,43,JP,1569610037,84,43.32,145.57,59.67,7.23
port moresby,98,PG,1569610038,89,-9.47,147.16,76.95,20.51
perth,0,AU,1569609761,87,-31.95,115.86,55.99,12.75
lazaro cardenas,20,MX,1569610041,47,28.39,-105.62,80.6,4.7
verkhnyaya inta,92,RU,1569610042,86,65.99,60.32,32.31,5.66
astana,0,KZ,1569610044,86,51.13,71.43,37.4,6.71
coolum beach,55,AU,1569610045,86,-26.53,153.09,66.0,1.86
lagoa,0,PT,1569610047,78,37.14,-8.45,81.0,4.7
jurm,0,AF,1569610048,36,36.86,70.83,54.99,5.17
petropavlovsk-kamchatskiy,45,RU,1569610049,75,53.05,158.65,37.4,6.71
chalmette,0,US,1569610052,52,29.94,-89.96,93.0,8.05
airai,6,TL,1569610054,77,-8.93,125.41,67.77,3.87
lyambir,99,RU,1569610055,80,54.28,45.12,42.75,5.17
chupa,20,PE,1569610056,17,-15.11,-69.99,64.4,11.41
florianopolis,0,BR,1569609908,56,-27.6,-48.55,78.01,23.04
wiang sa,42,TH,1569610059,95,8.64,99.37,74.07,0.96
limerick,40,IE,1569609943,82,52.66,-8.63,55.4,17.22
hami,55,CN,1569610062,24,42.84,93.51,69.75,4.52
daru,100,PG,1569610063,90,-9.07,143.21,74.61,8.25
camacha,75,PT,1569610065,68,33.08,-16.33,71.6,10.29
thunder bay,90,CA,1569609828,71,48.41,-89.26,57.99,12.75
kodiak,75,US,1569610067,55,39.95,-94.76,87.01,13.87
calvinia,0,ZA,1569610069,16,-31.47,19.78,68.31,3.36
capao da canoa,84,BR,1569610076,57,-29.75,-50.01,68.31,10.02
kamina,77,CD,1569610078,58,-8.74,25.0,71.51,4.18
pachmarhi,100,IN,1569610079,93,22.47,78.44,73.31,6.02
lawrenceburg,52,US,1569610082,41,35.24,-87.33,93.2,12.75
banda aceh,10,ID,1569610083,73,5.56,95.32,82.31,2.98
san quintin,0,PH,1569610085,90,17.54,120.52,74.93,3.24
tuatapere,100,NZ,1569610087,76,-46.13,167.69,52.0,8.01
yar-sale,76,RU,1569610089,97,66.83,70.83,31.01,0.69
natal,20,BR,1569609841,62,-5.81,-35.21,84.2,14.99
port hedland,0,AU,1569610092,77,-20.31,118.58,64.4,8.05
sainte-marie,40,CA,1569610093,67,46.45,-71.03,62.01,11.41
shellbrook,90,CA,1569609902,64,53.22,-106.39,39.2,9.17
kruisfontein,28,ZA,1569610097,50,-34.0,24.73,62.33,2.95
kalawit,65,PH,1569610098,88,7.91,122.53,75.11,3.0
balikpapan,72,ID,1569610100,93,-1.24,116.86,71.15,3.53
evensk,91,RU,1569610101,61,61.92,159.24,33.71,7.65
baghdad,0,IQ,1569610103,32,33.3,44.38,80.6,4.7
adrar,40,DZ,1569610104,8,27.87,-0.29,107.6,9.17
ovsyanka,100,RU,1569610105,97,53.58,126.91,52.25,4.94
zhangye,0,CN,1569610107,22,38.94,100.46,59.45,4.38
bonavista,100,CA,1569610108,82,48.65,-53.11,50.0,6.17
richards bay,0,ZA,1569610110,73,-28.77,32.06,65.93,18.84
sinnamary,2,GF,1569610111,75,5.38,-52.96,83.21,16.4
rosetta,40,EG,1569610112,65,31.4,30.42,77.0,9.17
batticaloa,65,LK,1569610114,90,7.71,81.69,75.11,1.81
dingle,78,PH,1569610117,89,11.0,122.67,74.57,1.95
bosaso,66,SO,1569610118,76,11.28,49.18,86.81,13.78
serpneve,34,UA,1569610120,88,46.3,29.02,57.47,4.72
krechevitsy,91,RU,1569610121,91,58.62,31.4,46.31,1.23
auburn,1,US,1569610067,46,44.1,-70.23,73.99,3.11
altay,83,CN,1569610125,61,47.83,88.13,45.05,3.18
shaunavon,97,CA,1569610126,92,49.65,-108.41,38.03,12.82
obidos,20,PT,1569610128,77,39.36,-9.16,71.6,18.34
puerto morazan,40,NI,1569610129,70,12.85,-87.17,87.8,4.7
beloha,90,MG,1569610131,78,-25.17,45.06,72.23,4.27
ouesso,45,CG,1569610133,86,1.61,16.05,72.77,0.96
hobyo,4,SO,1569610135,72,5.35,48.53,77.45,24.0
san miguel,0,AR,1569610136,59,-34.54,-58.72,71.01,13.87
osypenko,0,UA,1569610138,47,48.04,34.39,59.0,3.69
pero pinheiro,20,PT,1569610139,77,38.86,-9.32,73.4,16.11
shingu,56,JP,1569610140,97,33.72,135.99,62.51,5.08
sampit,100,ID,1569610142,97,-2.54,112.95,74.57,1.7
singapore,75,MY,1569610135,83,1.29,103.85,82.4,3.36
cape coast,48,GH,1569610144,88,5.11,-1.24,77.99,13.76
yulara,20,AU,1569610146,31,-25.24,130.99,60.8,3.36
hirara,87,JP,1569610149,86,24.8,125.28,81.05,15.01
tupiza,100,BO,1569610150,7,-21.44,-65.72,69.89,7.58
sawakin,0,SD,1569610152,43,19.1,37.33,85.19,3.65
biak,96,ID,1569610153,98,-0.91,122.88,59.99,3.38
touros,40,BR,1569609951,61,-5.2,-35.46,82.4,13.87
laurel,1,US,1569609893,36,39.1,-76.85,82.0,6.93
leh,97,IN,1569610157,38,34.16,77.58,43.97,4.0
gairo,97,TZ,1569610158,67,-6.14,36.87,66.65,9.13
manacapuru,40,BR,1569610160,83,-3.3,-60.62,75.2,5.82
puerto carreno,40,CO,1569610156,55,6.19,-67.49,91.4,4.7
dalvik,75,SE,1569610163,100,57.79,14.13,55.99,6.93
metro,34,ID,1569610164,86,-5.11,105.31,74.03,4.21
marzuq,83,YE,1569610167,51,14.4,46.47,77.63,4.9
ekibastuz,100,KZ,1569610168,87,51.72,75.32,44.87,14.05
puerto quijarro,0,BO,1569610169,40,-19.0,-57.72,95.0,6.93
erftstadt,40,DE,1569610171,77,50.82,6.77,63.0,4.7
rafsanjan,18,IR,1569610172,15,30.4,55.99,66.47,3.06
la grande,1,US,1569610174,58,45.32,-118.09,66.0,10.02
coquimbo,40,CL,1569610175,63,-29.95,-71.34,60.8,9.17
luganville,97,VU,1569610176,93,-15.51,167.18,68.27,3.96
hamilton,75,CA,1569610168,52,43.26,-79.87,73.99,14.99
nurota,0,UZ,1569610179,23,40.56,65.69,77.0,9.17
viedma,100,AR,1569610181,30,-40.81,-62.99,76.37,23.47
jitra,75,MY,1569610182,94,6.27,100.42,77.0,2.24
wilmington,1,US,1569610158,29,39.75,-75.55,80.01,8.05
boende,100,CD,1569610186,67,-0.28,20.88,77.99,1.54
praia,40,BR,1569610188,45,-20.25,-43.81,82.4,4.7
fare,36,PF,1569610189,85,-16.7,-151.02,77.81,10.98
kirakira,36,SB,1569610190,85,-10.46,161.92,77.09,4.94
batagay-alyta,100,RU,1569610192,73,67.8,130.41,18.59,5.21
brewster,75,US,1569610193,68,41.76,-70.08,72.0,4.7
nikitinskiy,75,RU,1569610195,100,45.0,37.87,59.0,4.47
yinchuan,0,CN,1569610196,42,38.48,106.21,63.05,3.0
fukue,40,JP,1569610198,78,35.03,136.69,73.4,6.93
rehoboth,61,NA,1569610199,7,-23.31,17.08,63.05,8.81
przhevalskoye,0,RU,1569610200,81,55.51,31.85,41.45,1.61
balkanabat,0,TM,1569610203,49,39.51,54.36,75.11,5.19
namie,69,JP,1569610205,68,37.52,140.86,63.0,4.76
mabaruma,50,GY,1569610206,89,8.2,-59.78,81.59,4.65
chunskiy,47,RU,1569610207,71,56.08,99.63,31.19,4.36
winnemucca,90,US,1569610209,42,40.97,-117.74,66.2,4.7
horasan,64,TR,1569610210,44,40.04,42.16,59.81,6.22
ariquemes,29,BR,1569610212,38,-9.91,-63.03,93.83,3.13
turayf,0,SA,1569610216,21,31.68,38.65,80.6,5.82
kanigiri,100,IN,1569610217,83,15.41,79.51,79.07,3.51
pergamino,53,AR,1569610219,36,-33.9,-60.57,78.01,5.99
santa maria del oro,0,MX,1569610221,46,25.95,-105.37,76.19,4.36
clyde river,75,CA,1569609991,93,70.47,-68.59,39.2,5.82
carlyle,90,CA,1569610224,81,49.63,-102.27,46.99,6.93
fengzhen,73,CN,1569610225,57,40.43,113.15,55.67,3.18
sherbakul,93,RU,1569610227,100,54.63,72.39,33.8,4.47
nyrob,99,RU,1569610228,98,60.74,56.73,32.45,6.31
ciudad bolivar,37,VE,1569610230,53,8.12,-63.55,90.95,6.2
loa janan,72,ID,1569610232,93,-0.58,117.09,74.03,2.84
aksay,94,KZ,1569610234,59,51.17,53.01,47.21,7.36
alta floresta,75,BR,1569610235,41,-9.87,-56.08,95.0,2.24
kalmunai,65,LK,1569610237,90,7.42,81.82,75.11,1.81
zhongxing,1,CN,1569610238,90,19.57,109.85,69.53,2.48
dana point,90,US,1569609967,68,33.47,-117.7,73.99,9.17
burns lake,100,CA,1569610241,95,54.23,-125.76,34.07,8.05
schleiden,12,DE,1569610242,93,50.53,6.48,62.01,8.05
karlshamn,90,SE,1569610244,100,56.17,14.86,55.4,4.7
wanaka,85,NZ,1569610245,53,-44.7,169.14,50.0,8.01
omboue,100,GA,1569610246,87,-1.57,9.26,77.09,14.97
panguipulli,90,CL,1569610248,93,-39.64,-72.33,55.4,10.29
qostanay,0,KZ,1569610249,86,53.17,63.58,33.8,6.71
stavrovo,99,RU,1569610251,87,56.13,40.01,42.53,6.44
kutahya,20,TR,1569610158,82,39.42,29.98,63.0,8.05
mount pleasant,40,US,1569610253,48,33.16,-94.97,90.0,10.29
tsaratanana,33,MG,1569610255,80,-16.8,47.65,66.65,10.89
skjervoy,0,NO,1569610256,93,70.03,20.97,41.0,2.24
prince albert,90,CA,1569610258,64,53.2,-105.75,39.2,9.17
khandyga,100,RU,1569610259,86,62.65,135.58,34.61,2.62
aquiraz,20,BR,1569610261,65,-3.9,-38.39,82.4,16.11
tsiroanomandidy,82,MG,1569610262,49,-18.77,46.05,74.57,2.68
czersk,100,PL,1569610263,94,53.8,17.98,60.01,11.01
nago,40,IT,1569610265,82,45.88,10.89,69.8,2.24
ous,99,RU,1569610266,95,60.91,61.52,34.79,3.22
tombouctou,0,ML,1569610268,8,16.77,-3.01,102.47,11.1
ust-charyshskaya pristan,100,RU,1569610269,79,52.39,83.67,51.71,6.33
darhan,1,MN,1569610271,89,49.49,105.92,33.89,1.72
flin flon,90,CA,1569610272,55,54.77,-101.88,37.4,14.99
kamenka,44,MD,1569610273,88,48.03,28.7,51.01,3.0
leningradskiy,100,RU,1569610275,98,69.38,178.42,39.65,9.17
jieshi,0,CN,1569610276,77,22.82,115.83,80.01,2.26
oranjestad,20,AW,1569610138,63,12.52,-70.03,91.4,19.46
nyurba,41,RU,1569610279,87,63.29,118.35,29.57,5.39
liverpool,40,GB,1569610280,82,53.41,-2.98,57.2,10.29
bacungan,20,PH,1569610282,83,9.87,118.73,80.6,9.17
les herbiers,90,FR,1569610283,87,46.87,-1.01,61.0,8.05
huambo,98,AO,1569610285,81,-12.78,15.73,61.25,2.01
bodden town,40,KY,1569610286,70,19.28,-81.25,89.6,4.7
scarborough,97,GB,1569610287,82,54.28,-0.41,55.99,12.75
pangnirtung,90,CA,1569610289,32,66.15,-65.72,51.8,11.41
nouakchott,9,MR,1569610290,74,18.08,-15.98,84.2,16.11
camalu,62,MX,1569610292,83,30.85,-116.07,68.27,9.4
tartagal,41,AR,1569610293,36,-22.52,-63.8,93.2,17.22
waitati,92,NZ,1569610295,45,-45.75,170.57,55.99,13.0
taoudenni,22,ML,1569610297,6,22.68,-3.98,105.35,12.12
noumea,0,NC,1569610299,77,-22.28,166.46,72.0,1.12
dudinka,75,RU,1569610300,96,69.41,86.18,33.8,11.18
pacific grove,90,US,1569610302,72,36.62,-121.92,73.99,4.7
minbu,56,MM,1569610303,80,20.18,94.88,72.59,2.48
san felipe,58,CL,1569610304,90,-32.75,-70.73,72.0,5.53
haines junction,0,CA,1569610160,59,60.75,-137.51,33.17,1.77
vestmannaeyjar,40,IS,1569610312,100,63.44,-20.27,48.2,11.41
vytegra,28,RU,1569610314,69,61.01,36.45,44.33,3.42
wucheng,7,CN,1569610315,80,29.09,119.57,64.31,1.99
novomalorossiyskaya,100,RU,1569610317,75,45.63,39.89,62.33,5.3
independencia,35,MX,1569610318,73,20.06,-97.05,77.63,6.15
neuquen,0,AR,1569610204,27,-38.95,-68.06,78.8,4.7
kattivakkam,20,IN,1569610321,83,13.22,80.32,84.0,4.7
san lorenzo,58,HN,1569610322,72,13.43,-87.45,85.91,5.82
cedral,52,MX,1569610324,41,23.82,-100.72,76.55,2.17
belaya gora,100,RU,1569610325,77,68.54,146.19,27.23,3.51
pringsewu,44,ID,1569610327,97,-5.36,104.98,71.15,1.99
jakar,100,BT,1569610328,95,27.55,90.75,47.21,1.32
ugoofaaru,100,MV,1569610331,69,5.67,73.0,83.75,5.88
zyryanovsk,98,KZ,1569610332,58,49.74,84.27,46.85,4.14
las palmas,56,CO,1569610334,74,9.27,-75.33,84.65,7.27
shelburne,20,CA,1569610067,40,44.08,-80.2,71.6,12.75
vangaindrano,50,MG,1569610336,96,-23.35,47.6,67.73,3.36
zabid,84,YE,1569610338,77,14.2,44.5,68.99,2.19
bollnas,85,SE,1569610339,94,61.35,16.39,50.0,7.38
pakdasht,0,IR,1569610341,12,35.48,51.68,80.6,4.7
fujin,0,CN,1569610342,88,47.24,132.03,57.47,6.85
bombay,1,US,1569610343,49,44.94,-74.57,69.01,9.17
longyan,4,CN,1569610345,82,25.1,117.03,63.59,2.37
olopa,95,GT,1569610346,36,14.69,-89.35,88.0,1.99
usakos,79,NA,1569610348,20,-22.0,15.59,71.51,10.33
jiayuguan,8,CN,1569610349,16,39.77,98.29,64.31,3.94
yaan,85,NG,1569610351,80,7.38,8.57,79.97,3.42
bandarbeyla,4,SO,1569610352,57,9.49,50.81,81.23,6.98
riviere-au-renard,20,CA,1569610354,48,49.0,-64.4,64.4,12.75
chapais,75,CA,1569610355,51,49.78,-74.86,59.0,12.75
along,60,IN,1569610358,94,28.17,94.8,53.33,4.38
homer,1,US,1569610359,64,59.64,-151.54,43.0,4.7
bahia blanca,94,AR,1569610239,27,-38.72,-62.27,77.45,20.89
ewa beach,20,US,1569610363,69,21.32,-158.01,84.0,3.36
riyadh,0,SA,1569610365,33,24.63,46.72,91.4,3.36
puerto escondido,90,MX,1569610366,69,15.86,-97.07,80.6,9.17
cody,90,US,1569610368,75,44.53,-109.06,54.0,3.36
nanortalik,10,GL,1569610369,80,60.14,-45.24,41.99,10.89
fairbanks,75,US,1569610139,86,64.84,-147.72,37.0,2.04
zeerust,0,ZA,1569610372,18,-25.54,26.07,68.0,6.93
selizharovo,60,RU,1569610373,88,56.86,33.45,41.09,2.64
maxixe,40,MZ,1569610375,64,-23.86,35.35,68.0,14.99
aswan,0,EG,1569610376,15,24.09,32.9,93.2,4.7
monte patria,0,CL,1569610377,35,-30.69,-70.96,69.35,8.28
kudahuvadhoo,64,MV,1569610379,75,2.67,72.89,83.21,9.51
diu,100,IN,1569610380,92,20.71,70.98,78.17,7.63
makakilo city,75,US,1569610382,78,21.35,-158.09,84.0,3.36
masallatah,0,LY,1569610383,82,32.62,14.0,70.07,9.66
matagami,20,NG,1569610385,73,9.67,8.4,73.4,3.09
katobu,82,ID,1569610386,91,-4.94,122.53,73.67,2.71
san clemente,90,US,1569610257,69,33.43,-117.61,73.99,9.17
moyale,88,ET,1569610389,62,3.52,39.05,72.77,9.28
ishigaki,100,JP,1569610390,87,24.34,124.16,80.87,12.1
punta alta,0,AR,1569610392,31,-27.46,-55.82,96.8,5.82
sur,52,OM,1569610284,54,22.57,59.53,85.73,10.87
harrogate,0,AU,1569610394,81,-34.95,139.01,48.99,3.36
pisco,20,PE,1569610396,30,-13.71,-76.2,71.6,11.41
muroto,61,JP,1569610397,93,33.37,134.14,70.25,5.26
maningrida,87,AU,1569610399,88,-12.05,134.23,68.09,3.85
baghmara,100,IN,1569610400,98,23.8,86.21,70.61,6.29
newport,51,GB,1569610401,82,51.59,-3.0,60.01,14.99
kailua,75,US,1569610403,78,21.39,-157.74,84.0,3.36
aitape,69,PG,1569610404,85,-3.15,142.36,76.55,4.34
pokhara,100,NP,1569610406,93,28.21,83.99,51.71,1.95
bingol,1,TR,1569610407,39,38.88,40.49,67.01,6.67
tanout,0,NE,1569610409,12,14.97,8.88,98.69,8.23
anadyr,90,RU,1569610410,100,64.73,177.51,42.8,9.19
